gene_id	transcript_id(s)	length	effective_length	expected_count	TPM	FPKM
FBtr0074394	FBtr0074394	612.00	440.74	0.00	0.00	0.00
FBtr0074400	FBtr0074400	729.00	557.73	0.00	0.00	0.00
FBtr0074402	FBtr0074402	630.00	458.74	0.00	0.00	0.00
FBtr0074403	FBtr0074403	1630.00	1458.72	0.00	0.00	0.00
FBtr0074404	FBtr0074404	5073.00	4901.72	422.00	12.43	10.37
FBtr0074405	FBtr0074405	2852.00	2680.72	47.00	2.53	2.11
FBtr0074406	FBtr0074406	864.00	692.73	23144.16	4822.60	4022.59
FBtr0074410	FBtr0074410	673.00	501.74	235.69	67.81	56.56
FBtr0074411	FBtr0074411	4356.00	4184.72	2.17	0.07	0.06
FBtr0074412	FBtr0074412	4532.00	4360.72	510.01	16.88	14.08
FBtr0074415	FBtr0074415	6383.00	6211.72	1084.82	25.21	21.03
FBtr0074416	FBtr0074416	508.00	336.75	3.00	1.29	1.07
FBtr0074417	FBtr0074417	1786.00	1614.72	154.00	13.77	11.48
FBtr0074418	FBtr0074418	1866.00	1694.72	158.28	13.48	11.24
FBtr0074425	FBtr0074425	1664.00	1492.72	46.15	4.46	3.72
FBtr0074427	FBtr0074427	1943.00	1771.72	186.05	15.16	12.64
FBtr0074428	FBtr0074428	1995.00	1823.72	81.85	6.48	5.40
FBtr0074429	FBtr0074429	3102.00	2930.72	0.00	0.00	0.00
FBtr0074430	FBtr0074430	2719.00	2547.72	0.00	0.00	0.00
FBtr0074431	FBtr0074431	2138.00	1966.72	46.58	3.42	2.85
FBtr0074432	FBtr0074432	1969.00	1797.72	52.42	4.21	3.51
FBtr0074436	FBtr0074436	2647.00	2475.72	0.00	0.00	0.00
FBtr0074437	FBtr0074437	1875.00	1703.72	0.00	0.00	0.00
FBtr0074438	FBtr0074438	1165.00	993.72	0.00	0.00	0.00
FBtr0074439	FBtr0074439	3614.00	3442.72	264.59	11.09	9.25
FBtr0074440	FBtr0074440	4145.00	3973.72	49.41	1.79	1.50
FBtr0074441	FBtr0074441	3387.00	3215.72	1763.43	79.16	66.02
FBtr0074442	FBtr0074442	3269.00	3097.72	45.80	2.13	1.78
FBtr0074443	FBtr0074443	3236.00	3064.72	419.77	19.77	16.49
FBtr0074444	FBtr0074444	677.00	505.74	1.00	0.29	0.24
FBtr0074445	FBtr0074445	712.00	540.73	0.00	0.00	0.00
FBtr0074446	FBtr0074446	1071.00	899.72	234.00	37.54	31.31
FBtr0074447	FBtr0074447	3572.00	3400.72	57.98	2.46	2.05
FBtr0074448	FBtr0074448	2360.00	2188.72	8.15	0.54	0.45
FBtr0074449	FBtr0074449	2255.00	2083.72	0.00	0.00	0.00
FBtr0074451	FBtr0074451	4500.00	4328.72	1049.31	34.99	29.19
FBtr0074452	FBtr0074452	1064.00	892.72	5.65	0.91	0.76
FBtr0074453	FBtr0074453	2647.00	2475.72	477.00	27.81	23.20
FBtr0074454	FBtr0074454	7671.00	7499.72	5857.15	112.73	94.03
FBtr0074455	FBtr0074455	3032.00	2860.72	391.06	19.73	16.46
FBtr0074456	FBtr0074456	2564.00	2392.72	352.94	21.29	17.76
FBtr0074461	FBtr0074461	1289.00	1117.72	0.00	0.00	0.00
FBtr0074462	FBtr0074462	1860.00	1688.72	1.00	0.09	0.07
FBtr0074463	FBtr0074463	1124.00	952.72	529.00	80.15	66.85
FBtr0074464	FBtr0074464	1803.00	1631.72	96.13	8.50	7.09
FBtr0074465	FBtr0074465	1309.00	1137.72	123.00	15.61	13.02
FBtr0074466	FBtr0074466	2131.00	1959.72	11.00	0.81	0.68
FBtr0074467	FBtr0074467	817.00	645.73	37.00	8.27	6.90
FBtr0074468	FBtr0074468	1664.00	1492.72	476.98	46.12	38.47
FBtr0074469	FBtr0074469	1884.00	1712.72	272.67	22.98	19.17
FBtr0074470	FBtr0074470	1740.00	1568.72	222.35	20.46	17.07
FBtr0074471	FBtr0074471	1487.00	1315.72	0.00	0.00	0.00
FBtr0074472	FBtr0074472	1224.00	1052.72	403.00	55.26	46.09
FBtr0074473	FBtr0074473	4836.00	4664.72	1118.12	34.60	28.86
FBtr0074474	FBtr0074474	531.00	359.75	0.00	0.00	0.00
FBtr0074475	FBtr0074475	1643.00	1471.72	279.00	27.36	22.82
FBtr0074476	FBtr0074476	2689.00	2517.72	0.00	0.00	0.00
FBtr0074477	FBtr0074477	5224.00	5052.72	0.00	0.00	0.00
FBtr0074478	FBtr0074478	4682.00	4510.72	9.84	0.31	0.26
FBtr0074479	FBtr0074479	2330.00	2158.72	1.00	0.07	0.06
FBtr0074480	FBtr0074480	3668.00	3496.72	733.00	30.26	25.24
FBtr0074481	FBtr0074481	5872.00	5700.72	1189.06	30.11	25.11
FBtr0074482	FBtr0074482	7639.00	7467.72	0.00	0.00	0.00
FBtr0074483	FBtr0074483	7348.00	7176.72	20.84	0.42	0.35
FBtr0074484	FBtr0074484	1770.00	1598.72	372.00	33.59	28.02
FBtr0074485	FBtr0074485	1984.00	1812.72	0.00	0.00	0.00
FBtr0074486	FBtr0074486	1260.00	1088.72	88.00	11.67	9.73
FBtr0074487	FBtr0074487	1882.00	1710.72	592.24	49.97	41.68
FBtr0074491	FBtr0074491	1527.00	1355.72	1.00	0.11	0.09
FBtr0074492	FBtr0074492	984.00	812.72	32.71	5.81	4.85
FBtr0074493	FBtr0074493	1468.00	1296.72	637.00	70.91	59.15
FBtr0074494	FBtr0074494	1357.00	1185.72	2.00	0.24	0.20
FBtr0074495	FBtr0074495	1150.00	978.72	0.00	0.00	0.00
FBtr0074499	FBtr0074499	778.00	606.73	8.00	1.90	1.59
FBtr0074504	FBtr0074504	2031.00	1859.72	2233.20	173.33	144.58
FBtr0074505	FBtr0074505	4117.00	3945.72	33.00	1.21	1.01
FBtr0074508	FBtr0074508	3486.00	3314.72	0.00	0.00	0.00
FBtr0074509	FBtr0074509	12442.00	12270.72	3.00	0.04	0.03
FBtr0074510	FBtr0074510	2658.00	2486.72	181.50	10.54	8.79
FBtr0074511	FBtr0074511	1034.00	862.72	990.00	165.64	138.16
FBtr0074513	FBtr0074513	2623.00	2451.72	0.00	0.00	0.00
FBtr0074514	FBtr0074514	1341.00	1169.72	156.00	19.25	16.06
FBtr0074515	FBtr0074515	1518.00	1346.72	2.00	0.21	0.18
FBtr0074520	FBtr0074520	1160.00	988.72	0.00	0.00	0.00
FBtr0074521	FBtr0074521	1160.00	988.72	0.00	0.00	0.00
FBtr0074522	FBtr0074522	1160.00	988.72	0.00	0.00	0.00
FBtr0074523	FBtr0074523	1257.00	1085.72	0.00	0.00	0.00
FBtr0074524	FBtr0074524	1343.00	1171.72	0.00	0.00	0.00
FBtr0074525	FBtr0074525	1129.00	957.72	1.47	0.22	0.18
FBtr0074526	FBtr0074526	1129.00	957.72	1.47	0.22	0.18
FBtr0074527	FBtr0074527	2126.00	1954.72	545.00	40.25	33.57
FBtr0074528	FBtr0074528	1928.00	1756.72	0.00	0.00	0.00
FBtr0074530	FBtr0074530	3075.00	2903.72	0.00	0.00	0.00
FBtr0074531	FBtr0074531	3019.00	2847.72	364.04	18.45	15.39
FBtr0074539	FBtr0074539	1710.00	1538.72	0.00	0.00	0.00
FBtr0074540	FBtr0074540	843.00	671.73	93.00	19.98	16.67
FBtr0074544	FBtr0074544	2289.00	2117.72	450.84	30.73	25.63
FBtr0074545	FBtr0074545	5686.00	5514.72	0.00	0.00	0.00
FBtr0074546	FBtr0074546	2397.00	2225.72	0.00	0.00	0.00
FBtr0074549	FBtr0074549	920.00	748.72	0.00	0.00	0.00
FBtr0074553	FBtr0074553	1878.00	1706.72	1.00	0.08	0.07
FBtr0074555	FBtr0074555	2198.00	2026.72	80.06	5.70	4.76
FBtr0074557	FBtr0074557	2072.00	1900.72	145.18	11.02	9.20
FBtr0074558	FBtr0074558	1276.00	1104.72	121.00	15.81	13.19
FBtr0074559	FBtr0074559	2017.00	1845.72	10.00	0.78	0.65
FBtr0074560	FBtr0074560	1424.00	1252.72	3.00	0.35	0.29
FBtr0074563	FBtr0074563	744.00	572.73	0.00	0.00	0.00
FBtr0074568	FBtr0074568	1475.00	1303.72	0.00	0.00	0.00
FBtr0074569	FBtr0074569	1382.00	1210.72	0.00	0.00	0.00
FBtr0074570	FBtr0074570	2310.00	2138.72	0.00	0.00	0.00
FBtr0074571	FBtr0074571	2509.00	2337.72	1504.36	92.89	77.48
FBtr0074574	FBtr0074574	2781.00	2609.72	0.00	0.00	0.00
FBtr0074575	FBtr0074575	2652.00	2480.72	29.64	1.72	1.44
FBtr0074576	FBtr0074576	3203.00	3031.72	3879.00	184.68	154.05
FBtr0074577	FBtr0074577	2331.00	2159.72	5.29	0.35	0.29
FBtr0074578	FBtr0074578	4949.00	4777.72	1.00	0.03	0.03
FBtr0074579	FBtr0074579	1425.00	1253.72	0.00	0.00	0.00
FBtr0074581	FBtr0074581	2642.00	2470.72	0.00	0.00	0.00
FBtr0074584	FBtr0074584	841.00	669.73	0.00	0.00	0.00
FBtr0074590	FBtr0074590	614.00	442.74	0.00	0.00	0.00
FBtr0074591	FBtr0074591	947.00	775.72	0.00	0.00	0.00
FBtr0074592	FBtr0074592	1132.00	960.72	12.00	1.80	1.50
FBtr0074593	FBtr0074593	1978.00	1806.72	1403.80	112.15	93.55
FBtr0074596	FBtr0074596	911.00	739.72	15.00	2.93	2.44
FBtr0074601	FBtr0074601	1249.00	1077.72	391.00	52.37	43.68
FBtr0074602	FBtr0074602	3251.00	3079.72	244.95	11.48	9.58
FBtr0074603	FBtr0074603	1997.00	1825.72	0.00	0.00	0.00
FBtr0074604	FBtr0074604	1596.00	1424.72	0.00	0.00	0.00
FBtr0074605	FBtr0074605	1883.00	1711.72	0.00	0.00	0.00
FBtr0074607	FBtr0074607	680.00	508.74	0.00	0.00	0.00
FBtr0074609	FBtr0074609	2199.00	2027.72	7.86	0.56	0.47
FBtr0074610	FBtr0074610	3049.00	2877.72	10.14	0.51	0.42
FBtr0074611	FBtr0074611	997.00	825.72	1.05	0.18	0.15
FBtr0074612	FBtr0074612	3356.00	3184.72	1426.19	64.64	53.92
FBtr0074613	FBtr0074613	3426.00	3254.72	33.81	1.50	1.25
FBtr0074614	FBtr0074614	2298.00	2126.72	236.00	16.02	13.36
FBtr0074615	FBtr0074615	989.00	817.72	343.00	60.55	50.50
FBtr0074616	FBtr0074616	3808.00	3636.72	580.99	23.06	19.23
FBtr0074617	FBtr0074617	2415.00	2243.72	813.00	52.30	43.63
FBtr0074618	FBtr0074618	6138.00	5966.72	4.00	0.10	0.08
FBtr0074619	FBtr0074619	1405.00	1233.72	0.00	0.00	0.00
FBtr0074620	FBtr0074620	1372.00	1200.72	1.00	0.12	0.10
FBtr0074621	FBtr0074621	1475.00	1303.72	0.00	0.00	0.00
FBtr0074622	FBtr0074622	2396.00	2224.72	0.00	0.00	0.00
FBtr0074623	FBtr0074623	3850.00	3678.72	575.26	22.57	18.83
FBtr0074624	FBtr0074624	2537.00	2365.72	466.22	28.45	23.73
FBtr0074625	FBtr0074625	3437.00	3265.72	541.52	23.94	19.96
FBtr0074626	FBtr0074626	694.00	522.73	4.00	1.10	0.92
FBtr0074627	FBtr0074627	822.00	650.73	11.00	2.44	2.04
FBtr0074628	FBtr0074628	1817.00	1645.72	11.00	0.96	0.80
FBtr0074629	FBtr0074629	1645.00	1473.72	1.00	0.10	0.08
FBtr0074630	FBtr0074630	1513.00	1341.72	5.49	0.59	0.49
FBtr0074631	FBtr0074631	994.00	822.72	2864.23	502.52	419.16
FBtr0074632	FBtr0074632	805.00	633.73	4.40	1.00	0.84
FBtr0074634	FBtr0074634	2129.00	1957.72	240.00	17.70	14.76
FBtr0074635	FBtr0074635	1850.00	1678.72	173.00	14.88	12.41
FBtr0074639	FBtr0074639	1454.00	1282.72	64.00	7.20	6.01
FBtr0074640	FBtr0074640	1896.00	1724.72	0.00	0.00	0.00
FBtr0074643	FBtr0074643	1695.00	1523.72	350.00	33.16	27.66
FBtr0074644	FBtr0074644	1630.00	1458.72	15.45	1.53	1.28
FBtr0074647	FBtr0074647	2146.00	1974.72	484.22	35.39	29.52
FBtr0074648	FBtr0074648	1888.00	1716.72	0.00	0.00	0.00
FBtr0074649	FBtr0074649	1189.00	1017.72	4.00	0.57	0.47
FBtr0074652	FBtr0074652	3952.00	3780.72	769.60	29.38	24.51
FBtr0074653	FBtr0074653	2217.00	2045.72	264.55	18.67	15.57
FBtr0074654	FBtr0074654	934.00	762.72	26.66	5.04	4.21
FBtr0074655	FBtr0074655	2115.00	1943.72	133.00	9.88	8.24
FBtr0074656	FBtr0074656	2406.00	2234.72	0.00	0.00	0.00
FBtr0074657	FBtr0074657	1947.00	1775.72	0.00	0.00	0.00
FBtr0074658	FBtr0074658	2095.00	1923.72	0.00	0.00	0.00
FBtr0074659	FBtr0074659	1853.00	1681.72	16.00	1.37	1.15
FBtr0074660	FBtr0074660	1894.00	1722.72	257.67	21.59	18.01
FBtr0074661	FBtr0074661	2055.00	1883.72	167.33	12.82	10.70
FBtr0074663	FBtr0074663	2489.00	2317.72	0.00	0.00	0.00
FBtr0074664	FBtr0074664	812.00	640.73	0.00	0.00	0.00
FBtr0074665	FBtr0074665	787.00	615.73	0.00	0.00	0.00
FBtr0074666	FBtr0074666	1852.00	1680.72	1751.00	150.38	125.43
FBtr0074668	FBtr0074668	1733.00	1561.72	33.00	3.05	2.54
FBtr0074669	FBtr0074669	1238.00	1066.72	2838.00	384.03	320.32
FBtr0074670	FBtr0074670	816.00	644.73	41.00	9.18	7.66
FBtr0074671	FBtr0074671	1940.00	1768.72	574.81	46.91	39.13
FBtr0074672	FBtr0074672	1615.00	1443.72	2.00	0.20	0.17
FBtr0074673	FBtr0074673	1068.00	896.72	3.00	0.48	0.40
FBtr0074674	FBtr0074674	3960.00	3788.72	0.00	0.00	0.00
FBtr0074675	FBtr0074675	1468.00	1296.72	160.00	17.81	14.86
FBtr0074676	FBtr0074676	2092.00	1920.72	0.00	0.00	0.00
FBtr0074677	FBtr0074677	3412.00	3240.72	588.66	26.22	21.87
FBtr0074678	FBtr0074678	4603.00	4431.72	100.47	3.27	2.73
FBtr0074680	FBtr0074680	4145.00	3973.72	1.00	0.04	0.03
FBtr0074682	FBtr0074682	2902.00	2730.72	212.01	11.21	9.35
FBtr0074683	FBtr0074683	2559.00	2387.72	47.00	2.84	2.37
FBtr0074684	FBtr0074684	4405.00	4233.72	1227.68	41.86	34.91
FBtr0074686	FBtr0074686	887.00	715.73	72.91	14.70	12.27
FBtr0074687	FBtr0074687	2442.00	2270.72	65.76	4.18	3.49
FBtr0074688	FBtr0074688	1633.00	1461.72	476.00	47.00	39.21
FBtr0074689	FBtr0074689	6612.00	6440.72	1042.00	23.35	19.48
FBtr0074690	FBtr0074690	1693.00	1521.72	1.00	0.09	0.08
FBtr0074691	FBtr0074691	2455.00	2283.72	416.00	26.29	21.93
FBtr0074692	FBtr0074692	2123.00	1951.72	2.00	0.15	0.12
FBtr0074693	FBtr0074693	5498.00	5326.72	994.00	26.94	22.47
FBtr0074695	FBtr0074695	3079.00	2907.72	0.00	0.00	0.00
FBtr0074696	FBtr0074696	1230.00	1058.72	67.00	9.13	7.62
FBtr0074697	FBtr0074697	2005.00	1833.72	1459.99	114.93	95.86
FBtr0074698	FBtr0074698	1814.00	1642.72	19.00	1.67	1.39
FBtr0074701	FBtr0074701	734.00	562.73	13.00	3.33	2.78
FBtr0074703	FBtr0074703	634.00	462.74	0.00	0.00	0.00
FBtr0074704	FBtr0074704	682.00	510.73	0.00	0.00	0.00
FBtr0074707	FBtr0074707	4444.00	4272.72	0.00	0.00	0.00
FBtr0074708	FBtr0074708	4374.00	4202.72	70.90	2.43	2.03
FBtr0074710	FBtr0074710	993.00	821.72	10.00	1.76	1.47
FBtr0074711	FBtr0074711	3738.00	3566.72	1363.00	55.16	46.01
FBtr0074712	FBtr0074712	768.00	596.73	302.00	73.05	60.93
FBtr0074713	FBtr0074713	2912.00	2740.72	8.78	0.46	0.39
FBtr0074714	FBtr0074714	2981.00	2809.72	12.42	0.64	0.53
FBtr0074715	FBtr0074715	2978.00	2806.72	72.18	3.71	3.10
FBtr0074716	FBtr0074716	2928.00	2756.72	301.71	15.80	13.18
FBtr0074717	FBtr0074717	3376.00	3204.72	0.00	0.00	0.00
FBtr0074718	FBtr0074718	2980.00	2808.72	0.00	0.00	0.00
FBtr0074719	FBtr0074719	2983.00	2811.72	0.00	0.00	0.00
FBtr0074720	FBtr0074720	3193.00	3021.72	31.09	1.48	1.24
FBtr0074721	FBtr0074721	8091.00	7919.72	541.41	9.87	8.23
FBtr0074727	FBtr0074727	3173.00	3001.72	0.00	0.00	0.00
FBtr0074728	FBtr0074728	3097.00	2925.72	489.00	24.13	20.12
FBtr0074729	FBtr0074729	2301.00	2129.72	1.68	0.11	0.10
FBtr0074730	FBtr0074730	2338.00	2166.72	38.00	2.53	2.11
FBtr0074731	FBtr0074731	743.00	571.73	21954.83	5542.93	4623.42
FBtr0074732	FBtr0074732	1469.00	1297.72	134.21	14.93	12.45
FBtr0074733	FBtr0074733	1240.00	1068.72	230.13	31.08	25.93
FBtr0074734	FBtr0074734	1267.00	1095.72	0.00	0.00	0.00
FBtr0074736	FBtr0074736	2964.00	2792.72	0.00	0.00	0.00
FBtr0074737	FBtr0074737	2964.00	2792.72	0.00	0.00	0.00
FBtr0074738	FBtr0074738	3032.00	2860.72	0.00	0.00	0.00
FBtr0074739	FBtr0074739	1618.00	1446.72	272.00	27.14	22.64
FBtr0074740	FBtr0074740	567.00	395.74	49.29	17.98	15.00
FBtr0074741	FBtr0074741	2358.00	2186.72	108.82	7.18	5.99
FBtr0074742	FBtr0074742	897.00	725.72	46.00	9.15	7.63
FBtr0074743	FBtr0074743	1544.00	1372.72	211.49	22.24	18.55
FBtr0074744	FBtr0074744	1612.00	1440.72	651.59	65.28	54.45
FBtr0074745	FBtr0074745	669.00	497.74	127.56	36.99	30.86
FBtr0074746	FBtr0074746	6649.00	6477.72	191.92	4.28	3.57
FBtr0074747	FBtr0074747	2186.00	2014.72	99.33	7.12	5.94
FBtr0074748	FBtr0074748	2092.00	1920.72	384.20	28.87	24.08
FBtr0074749	FBtr0074749	2069.00	1897.72	0.00	0.00	0.00
FBtr0074750	FBtr0074750	3011.00	2839.72	1585.35	80.58	67.22
FBtr0074751	FBtr0074751	1392.00	1220.72	2869.03	339.25	282.97
FBtr0074753	FBtr0074753	797.00	625.73	84.00	19.38	16.16
FBtr0074754	FBtr0074754	2503.00	2331.72	640.40	39.64	33.07
FBtr0074756	FBtr0074756	4875.00	4703.72	975.00	29.92	24.96
FBtr0074758	FBtr0074758	2455.00	2283.72	166.07	10.50	8.76
FBtr0074759	FBtr0074759	5190.00	5018.72	1079.58	31.05	25.90
FBtr0074760	FBtr0074760	1374.00	1202.72	285.29	34.24	28.56
FBtr0074761	FBtr0074761	1679.00	1507.72	502.00	48.06	40.09
FBtr0074762	FBtr0074762	6937.00	6765.72	1796.75	38.33	31.97
FBtr0074763	FBtr0074763	1233.00	1061.72	292.00	39.70	33.11
FBtr0074767	FBtr0074767	1754.00	1582.72	0.00	0.00	0.00
FBtr0074768	FBtr0074768	1312.00	1140.72	247.72	31.35	26.15
FBtr0074769	FBtr0074769	2308.00	2136.72	7.00	0.47	0.39
FBtr0074771	FBtr0074771	4035.00	3863.72	1437.58	53.71	44.80
FBtr0074772	FBtr0074772	3685.00	3513.72	785.16	32.25	26.90
FBtr0074773	FBtr0074773	2238.00	2066.72	118.72	8.29	6.92
FBtr0074774	FBtr0074774	2099.00	1927.72	0.00	0.00	0.00
FBtr0074775	FBtr0074775	3313.00	3141.72	0.00	0.00	0.00
FBtr0074776	FBtr0074776	3253.00	3081.72	0.00	0.00	0.00
FBtr0074777	FBtr0074777	3154.00	2982.72	0.00	0.00	0.00
FBtr0074779	FBtr0074779	711.00	539.73	0.00	0.00	0.00
FBtr0074780	FBtr0074780	1332.00	1160.72	1080.83	134.41	112.11
FBtr0074783	FBtr0074783	1110.00	938.72	170.00	26.14	21.80
FBtr0074784	FBtr0074784	5260.00	5088.72	166.41	4.72	3.94
FBtr0074785	FBtr0074785	476.00	304.76	102.00	48.31	40.30
FBtr0074786	FBtr0074786	3600.00	3428.72	0.00	0.00	0.00
FBtr0074787	FBtr0074787	2053.00	1881.72	314.00	24.09	20.09
FBtr0074788	FBtr0074788	6764.00	6592.72	0.07	0.00	0.00
FBtr0074789	FBtr0074789	3228.00	3056.72	2215.00	104.60	87.25
FBtr0074790	FBtr0074790	3638.00	3466.72	2.00	0.08	0.07
FBtr0074793	FBtr0074793	1801.00	1629.72	975.38	86.39	72.06
FBtr0074794	FBtr0074794	1107.00	935.72	218.00	33.63	28.05
FBtr0074795	FBtr0074795	2975.00	2803.72	1132.54	58.31	48.63
FBtr0074796	FBtr0074796	656.00	484.74	11.29	3.36	2.80
FBtr0074797	FBtr0074797	629.00	457.74	157.71	49.73	41.48
FBtr0074798	FBtr0074798	6470.00	6298.72	146.82	3.36	2.81
FBtr0074799	FBtr0074799	6401.00	6229.72	2960.18	68.59	57.21
FBtr0074800	FBtr0074800	9826.00	9654.72	186.56	2.79	2.33
FBtr0074801	FBtr0074801	5874.00	5702.72	419.67	10.62	8.86
FBtr0074802	FBtr0074802	3953.00	3781.72	91.00	3.47	2.90
FBtr0074804	FBtr0074804	6183.00	6011.72	1635.04	39.26	32.75
FBtr0074805	FBtr0074805	6790.00	6618.72	433.96	9.46	7.89
FBtr0074806	FBtr0074806	713.00	541.73	10.00	2.66	2.22
FBtr0074807	FBtr0074807	7217.00	7045.72	5.43	0.11	0.09
FBtr0074808	FBtr0074808	7562.00	7390.72	0.00	0.00	0.00
FBtr0074809	FBtr0074809	2896.00	2724.72	415.00	21.99	18.34
FBtr0074810	FBtr0074810	2019.00	1847.72	79.35	6.20	5.17
FBtr0074811	FBtr0074811	2006.00	1834.72	138.24	10.88	9.07
FBtr0074812	FBtr0074812	2521.00	2349.72	750.83	46.12	38.47
FBtr0074813	FBtr0074813	1905.00	1733.72	398.00	33.14	27.64
FBtr0074814	FBtr0074814	1628.00	1456.72	186.00	18.43	15.37
FBtr0074815	FBtr0074815	740.00	568.73	20.44	5.19	4.33
FBtr0074816	FBtr0074816	706.00	534.73	496.95	134.15	111.89
FBtr0074817	FBtr0074817	554.00	382.75	1039.62	392.07	327.03
FBtr0074818	FBtr0074818	1397.00	1225.72	0.00	0.00	0.00
FBtr0074819	FBtr0074819	5795.00	5623.72	504.00	12.94	10.79
FBtr0074820	FBtr0074820	898.00	726.72	14.59	2.90	2.42
FBtr0074821	FBtr0074821	837.00	665.73	17.41	3.77	3.15
FBtr0074823	FBtr0074823	1092.00	920.72	1.00	0.16	0.13
FBtr0074825	FBtr0074825	3681.00	3509.72	248.07	10.20	8.51
FBtr0074826	FBtr0074826	3615.00	3443.72	13.87	0.58	0.48
FBtr0074827	FBtr0074827	1527.00	1355.72	0.00	0.00	0.00
FBtr0074828	FBtr0074828	1062.00	890.72	0.00	0.00	0.00
FBtr0074829	FBtr0074829	910.00	738.72	21.00	4.10	3.42
FBtr0074830	FBtr0074830	1113.00	941.72	1026.74	157.38	131.27
FBtr0074836	FBtr0074836	2987.00	2815.72	0.00	0.00	0.00
FBtr0074837	FBtr0074837	1295.00	1123.72	199.56	25.63	21.38
FBtr0074838	FBtr0074838	1947.00	1775.72	23.51	1.91	1.59
FBtr0074839	FBtr0074839	2980.00	2808.72	77.06	3.96	3.30
FBtr0074840	FBtr0074840	2070.00	1898.72	967.00	73.51	61.32
FBtr0074841	FBtr0074841	1992.00	1820.72	63.11	5.00	4.17
FBtr0074842	FBtr0074842	1930.00	1758.72	501.89	41.19	34.36
FBtr0074843	FBtr0074843	1161.00	989.72	0.00	0.00	0.00
FBtr0074845	FBtr0074845	1293.00	1121.72	4.00	0.51	0.43
FBtr0074846	FBtr0074846	4504.00	4332.72	312.00	10.39	8.67
FBtr0074847	FBtr0074847	903.00	731.72	93.00	18.35	15.30
FBtr0074848	FBtr0074848	5099.00	4927.72	7.00	0.21	0.17
FBtr0074849	FBtr0074849	1947.00	1775.72	1.00	0.08	0.07
FBtr0074850	FBtr0074850	4998.00	4826.72	294.65	8.81	7.35
FBtr0074851	FBtr0074851	4078.00	3906.72	0.00	0.00	0.00
FBtr0074853	FBtr0074853	1240.00	1068.72	0.00	0.00	0.00
FBtr0074854	FBtr0074854	1283.00	1111.72	3.00	0.39	0.32
FBtr0074855	FBtr0074855	1246.00	1074.72	0.00	0.00	0.00
FBtr0074856	FBtr0074856	1414.00	1242.72	1.00	0.12	0.10
FBtr0074858	FBtr0074858	1358.00	1186.72	1.00	0.12	0.10
FBtr0074859	FBtr0074859	1323.00	1151.72	1.00	0.13	0.10
FBtr0074860	FBtr0074860	1069.00	897.72	0.00	0.00	0.00
FBtr0074864	FBtr0074864	1398.00	1226.72	14.00	1.65	1.37
FBtr0074865	FBtr0074865	1237.00	1065.72	0.00	0.00	0.00
FBtr0074866	FBtr0074866	1235.00	1063.72	1.00	0.14	0.11
FBtr0074867	FBtr0074867	1670.00	1498.72	0.00	0.00	0.00
FBtr0074868	FBtr0074868	492.00	320.75	0.00	0.00	0.00
FBtr0074869	FBtr0074869	2308.00	2136.72	1.00	0.07	0.06
FBtr0074870	FBtr0074870	3522.00	3350.72	0.00	0.00	0.00
FBtr0074871	FBtr0074871	3243.00	3071.72	2.00	0.09	0.08
FBtr0074872	FBtr0074872	759.00	587.73	22.82	5.60	4.67
FBtr0074873	FBtr0074873	3841.00	3669.72	731.21	28.76	23.99
FBtr0074874	FBtr0074874	3951.00	3779.72	23.89	0.91	0.76
FBtr0074875	FBtr0074875	3818.00	3646.72	9924.90	392.85	327.68
FBtr0074879	FBtr0074879	1642.00	1470.72	3.12	0.31	0.26
FBtr0074880	FBtr0074880	660.00	488.74	50.87	15.02	12.53
FBtr0074881	FBtr0074881	2322.00	2150.72	385.00	25.84	21.55
FBtr0074882	FBtr0074882	2425.00	2253.72	353.42	22.63	18.88
FBtr0074884	FBtr0074884	7740.00	7568.72	1420.20	27.08	22.59
FBtr0074885	FBtr0074885	2394.00	2222.72	0.00	0.00	0.00
FBtr0074886	FBtr0074886	2500.00	2328.72	104.48	6.48	5.40
FBtr0074887	FBtr0074887	2417.00	2245.72	144.13	9.26	7.73
FBtr0074888	FBtr0074888	2457.00	2285.72	0.00	0.00	0.00
FBtr0074889	FBtr0074889	2396.00	2224.72	27.14	1.76	1.47
FBtr0074891	FBtr0074891	2148.00	1976.72	370.54	27.06	22.57
FBtr0074892	FBtr0074892	2082.00	1910.72	74.46	5.62	4.69
FBtr0074893	FBtr0074893	3041.00	2869.72	1661.00	83.55	69.69
FBtr0074894	FBtr0074894	650.00	478.74	363.57	109.62	91.44
FBtr0074895	FBtr0074895	1797.00	1625.72	537.00	47.68	39.77
FBtr0074896	FBtr0074896	1540.00	1368.72	1354.53	142.85	119.15
FBtr0074897	FBtr0074897	5305.00	5133.72	82.00	2.31	1.92
FBtr0074899	FBtr0074899	1917.00	1745.72	0.00	0.00	0.00
FBtr0074900	FBtr0074900	970.00	798.72	12.75	2.30	1.92
FBtr0074901	FBtr0074901	627.00	455.74	0.00	0.00	0.00
FBtr0074902	FBtr0074902	899.00	727.72	62.93	12.48	10.41
FBtr0074903	FBtr0074903	743.00	571.73	751.84	189.82	158.33
FBtr0074904	FBtr0074904	1506.00	1334.72	256.00	27.69	23.09
FBtr0074907	FBtr0074907	2712.00	2540.72	32.00	1.82	1.52
FBtr0074908	FBtr0074908	1733.00	1561.72	0.00	0.00	0.00
FBtr0074909	FBtr0074909	1782.00	1610.72	0.00	0.00	0.00
FBtr0074910	FBtr0074910	1028.00	856.72	1.00	0.17	0.14
