gene_id	transcript_id(s)	length	effective_length	expected_count	TPM	FPKM
FBtr0080932	FBtr0080932	1465.00	1283.11	87.00	8.27	6.64
FBtr0080933	FBtr0080933	1487.00	1305.11	5.00	0.47	0.38
FBtr0080934	FBtr0080934	705.00	523.13	86.66	20.21	16.22
FBtr0080935	FBtr0080935	4521.00	4339.11	2377.00	66.82	53.64
FBtr0080936	FBtr0080936	774.00	592.12	877.31	180.72	145.07
FBtr0080937	FBtr0080937	529.00	347.15	127.77	44.89	36.04
FBtr0080940	FBtr0080940	2154.00	1972.11	1611.13	99.65	79.99
FBtr0080941	FBtr0080941	2376.00	2194.11	10.50	0.58	0.47
FBtr0080942	FBtr0080942	2247.00	2065.11	22.42	1.32	1.06
FBtr0080944	FBtr0080944	584.00	402.14	0.00	0.00	0.00
FBtr0080945	FBtr0080945	4232.00	4050.11	0.00	0.00	0.00
FBtr0080946	FBtr0080946	4189.00	4007.11	2.00	0.06	0.05
FBtr0080947	FBtr0080947	2239.00	2057.11	28.32	1.68	1.35
FBtr0080952	FBtr0080952	606.00	424.14	0.00	0.00	0.00
FBtr0080953	FBtr0080953	1184.00	1002.11	0.00	0.00	0.00
FBtr0080954	FBtr0080954	747.00	565.13	0.00	0.00	0.00
FBtr0080955	FBtr0080955	1526.00	1344.11	0.00	0.00	0.00
FBtr0080956	FBtr0080956	2066.00	1884.11	860.00	55.67	44.69
FBtr0080957	FBtr0080957	1562.00	1380.11	207.00	18.29	14.69
FBtr0080959	FBtr0080959	727.00	545.13	1074.11	240.33	192.93
FBtr0080960	FBtr0080960	675.00	493.13	0.00	0.00	0.00
FBtr0080962	FBtr0080962	1176.00	994.11	0.00	0.00	0.00
FBtr0080963	FBtr0080963	1185.00	1003.11	0.00	0.00	0.00
FBtr0080964	FBtr0080964	1173.00	991.11	0.00	0.00	0.00
FBtr0080965	FBtr0080965	1233.00	1051.11	0.00	0.00	0.00
FBtr0080967	FBtr0080967	856.00	674.12	0.00	0.00	0.00
FBtr0080968	FBtr0080968	3449.00	3267.11	1554.73	58.04	46.59
FBtr0080969	FBtr0080969	4427.00	4245.11	207.54	5.96	4.79
FBtr0080970	FBtr0080970	1069.00	887.11	0.00	0.00	0.00
FBtr0080971	FBtr0080971	1709.00	1527.11	1.27	0.10	0.08
FBtr0080972	FBtr0080972	3836.00	3654.11	1.73	0.06	0.05
FBtr0080975	FBtr0080975	5625.00	5443.11	277.85	6.23	5.00
FBtr0080976	FBtr0080976	5917.00	5735.11	0.00	0.00	0.00
FBtr0080977	FBtr0080977	5453.00	5271.11	0.00	0.00	0.00
FBtr0080979	FBtr0080979	1683.00	1501.11	595.83	48.41	38.86
FBtr0080980	FBtr0080980	1758.00	1576.11	1.00	0.08	0.06
FBtr0080981	FBtr0080981	1314.00	1132.11	0.00	0.00	0.00
FBtr0080982	FBtr0080982	1284.00	1102.11	1826.00	202.08	162.23
FBtr0080983	FBtr0080983	548.00	366.14	208.95	69.61	55.88
FBtr0080984	FBtr0080984	1051.00	869.11	157.00	22.03	17.69
FBtr0080986	FBtr0080986	1806.00	1624.11	0.00	0.00	0.00
FBtr0080987	FBtr0080987	2037.00	1855.11	0.00	0.00	0.00
FBtr0080988	FBtr0080988	636.00	454.13	0.00	0.00	0.00
FBtr0080989	FBtr0080989	852.00	670.12	2.00	0.36	0.29
FBtr0080990	FBtr0080990	1412.00	1230.11	0.00	0.00	0.00
FBtr0080991	FBtr0080991	2787.00	2605.11	0.00	0.00	0.00
FBtr0080993	FBtr0080993	3513.00	3331.11	18.00	0.66	0.53
FBtr0080994	FBtr0080994	1526.00	1344.11	657.00	59.62	47.86
FBtr0080995	FBtr0080995	773.00	591.12	3.00	0.62	0.50
FBtr0080996	FBtr0080996	3266.00	3084.11	8.36	0.33	0.27
FBtr0080997	FBtr0080997	3306.00	3124.11	7.64	0.30	0.24
FBtr0080998	FBtr0080998	2255.00	2073.11	59.19	3.48	2.80
FBtr0080999	FBtr0080999	2428.00	2246.11	230.19	12.50	10.03
FBtr0081000	FBtr0081000	2477.00	2295.11	144.20	7.66	6.15
FBtr0081001	FBtr0081001	2458.00	2276.11	1913.00	102.51	82.29
FBtr0081002	FBtr0081002	4149.00	3967.11	802.28	24.67	19.80
FBtr0081004	FBtr0081004	1587.00	1405.11	42.00	3.65	2.93
FBtr0081005	FBtr0081005	2489.00	2307.11	954.71	50.47	40.52
FBtr0081006	FBtr0081006	2833.00	2651.11	0.00	0.00	0.00
FBtr0081007	FBtr0081007	4724.00	4542.11	375.13	10.07	8.09
FBtr0081008	FBtr0081008	2835.00	2653.11	72.24	3.32	2.67
FBtr0081009	FBtr0081009	2483.00	2301.11	106.11	5.62	4.52
FBtr0081010	FBtr0081010	929.00	747.12	5.00	0.82	0.66
FBtr0081011	FBtr0081011	516.00	334.15	290.00	105.86	84.98
FBtr0081013	FBtr0081013	10412.00	10230.11	0.82	0.01	0.01
FBtr0081014	FBtr0081014	10409.00	10227.11	4.87	0.06	0.05
FBtr0081015	FBtr0081015	13384.00	13202.11	0.00	0.00	0.00
FBtr0081016	FBtr0081016	13228.00	13046.11	0.00	0.00	0.00
FBtr0081017	FBtr0081017	10412.00	10230.11	0.82	0.01	0.01
FBtr0081018	FBtr0081018	10412.00	10230.11	0.82	0.01	0.01
FBtr0081019	FBtr0081019	10409.00	10227.11	4.87	0.06	0.05
FBtr0081020	FBtr0081020	10412.00	10230.11	0.82	0.01	0.01
FBtr0081021	FBtr0081021	3112.00	2930.11	220.45	9.18	7.37
FBtr0081022	FBtr0081022	3371.00	3189.11	96.05	3.67	2.95
FBtr0081024	FBtr0081024	2168.00	1986.11	0.00	0.00	0.00
FBtr0081025	FBtr0081025	1082.00	900.11	0.00	0.00	0.00
FBtr0081026	FBtr0081026	590.00	408.14	0.00	0.00	0.00
FBtr0081028	FBtr0081028	606.00	424.14	0.00	0.00	0.00
FBtr0081029	FBtr0081029	3800.00	3618.11	3.00	0.10	0.08
FBtr0081030	FBtr0081030	1435.00	1253.11	0.00	0.00	0.00
FBtr0081031	FBtr0081031	1727.00	1545.11	3.00	0.24	0.19
FBtr0081032	FBtr0081032	2046.00	1864.11	0.00	0.00	0.00
FBtr0081033	FBtr0081033	1553.00	1371.11	0.00	0.00	0.00
FBtr0081034	FBtr0081034	674.00	492.13	0.00	0.00	0.00
FBtr0081035	FBtr0081035	3130.00	2948.11	0.00	0.00	0.00
FBtr0081036	FBtr0081036	3113.00	2931.11	11.00	0.46	0.37
FBtr0081037	FBtr0081037	3445.00	3263.11	0.00	0.00	0.00
FBtr0081038	FBtr0081038	1282.00	1100.11	4.00	0.44	0.36
FBtr0081040	FBtr0081040	3503.00	3321.11	312.00	11.46	9.20
FBtr0081042	FBtr0081042	5476.00	5294.11	431.00	9.93	7.97
FBtr0081043	FBtr0081043	5476.00	5294.11	431.00	9.93	7.97
FBtr0081045	FBtr0081045	1317.00	1135.11	0.00	0.00	0.00
FBtr0081048	FBtr0081048	909.00	727.12	0.00	0.00	0.00
FBtr0081049	FBtr0081049	953.00	771.12	43.00	6.80	5.46
FBtr0081050	FBtr0081050	2422.00	2240.11	0.00	0.00	0.00
FBtr0081051	FBtr0081051	3336.00	3154.11	0.00	0.00	0.00
FBtr0081052	FBtr0081052	2952.00	2770.11	0.00	0.00	0.00
FBtr0081054	FBtr0081054	2843.00	2661.11	2.00	0.09	0.07
FBtr0081055	FBtr0081055	876.00	694.12	0.00	0.00	0.00
FBtr0081056	FBtr0081056	349.00	167.19	0.00	0.00	0.00
FBtr0081058	FBtr0081058	823.00	641.12	0.00	0.00	0.00
FBtr0081061	FBtr0081061	3415.00	3233.11	0.00	0.00	0.00
FBtr0081062	FBtr0081062	1517.00	1335.11	163.00	14.89	11.95
FBtr0081063	FBtr0081063	771.00	589.12	0.00	0.00	0.00
FBtr0081068	FBtr0081068	1956.00	1774.11	0.00	0.00	0.00
FBtr0081069	FBtr0081069	5000.00	4818.11	7.00	0.18	0.14
FBtr0081070	FBtr0081070	4012.00	3830.11	70.85	2.26	1.81
FBtr0081071	FBtr0081071	534.00	352.15	0.00	0.00	0.00
FBtr0081072	FBtr0081072	2656.00	2474.11	798.00	39.34	31.58
FBtr0081073	FBtr0081073	2099.00	1917.11	621.95	39.57	31.77
FBtr0081077	FBtr0081077	1658.00	1476.11	19.00	1.57	1.26
FBtr0081078	FBtr0081078	1643.00	1461.11	4.00	0.33	0.27
FBtr0081079	FBtr0081079	2427.00	2245.11	338.00	18.36	14.74
FBtr0081080	FBtr0081080	3783.00	3601.11	858.14	29.07	23.33
FBtr0081081	FBtr0081081	786.00	604.12	0.00	0.00	0.00
FBtr0081085	FBtr0081085	2917.00	2735.11	0.00	0.00	0.00
FBtr0081086	FBtr0081086	2860.00	2678.11	44.95	2.05	1.64
FBtr0081087	FBtr0081087	4457.00	4275.11	2425.00	69.19	55.54
FBtr0081088	FBtr0081088	4231.00	4049.11	1582.00	47.65	38.26
FBtr0081089	FBtr0081089	640.00	458.13	30359.79	8082.86	6488.63
FBtr0081090	FBtr0081090	692.00	510.13	250.31	59.85	48.05
FBtr0081091	FBtr0081091	1112.00	930.11	68.59	8.99	7.22
FBtr0081092	FBtr0081092	1971.00	1789.11	63.89	4.36	3.50
FBtr0081093	FBtr0081093	1842.00	1660.11	0.00	0.00	0.00
FBtr0081095	FBtr0081095	1216.00	1034.11	260.27	30.70	24.64
FBtr0081096	FBtr0081096	2351.00	2169.11	278.00	15.63	12.55
FBtr0081097	FBtr0081097	1873.00	1691.11	436.00	31.45	25.24
FBtr0081098	FBtr0081098	843.00	661.12	164.00	30.26	24.29
FBtr0081099	FBtr0081099	2276.00	2094.11	301.00	17.53	14.07
FBtr0081101	FBtr0081101	450.00	268.16	0.00	0.00	0.00
FBtr0081102	FBtr0081102	779.00	597.12	0.00	0.00	0.00
FBtr0081104	FBtr0081104	1971.00	1789.11	4.00	0.27	0.22
FBtr0081105	FBtr0081105	1807.00	1625.11	37.00	2.78	2.23
FBtr0081106	FBtr0081106	1903.00	1721.11	0.00	0.00	0.00
FBtr0081107	FBtr0081107	1888.00	1706.11	0.00	0.00	0.00
FBtr0081108	FBtr0081108	1900.00	1718.11	0.00	0.00	0.00
FBtr0081109	FBtr0081109	1883.00	1701.11	710.55	50.95	40.90
FBtr0081110	FBtr0081110	2065.00	1883.11	0.00	0.00	0.00
FBtr0081111	FBtr0081111	3251.00	3069.11	0.00	0.00	0.00
FBtr0081112	FBtr0081112	3314.00	3132.11	0.00	0.00	0.00
FBtr0081118	FBtr0081118	2301.00	2119.11	24.00	1.38	1.11
FBtr0081120	FBtr0081120	5208.00	5026.11	1089.14	26.43	21.22
FBtr0081121	FBtr0081121	1354.00	1172.11	195.75	20.37	16.35
FBtr0081122	FBtr0081122	817.00	635.12	1.00	0.19	0.15
FBtr0081125	FBtr0081125	1808.00	1626.11	1.25	0.09	0.08
FBtr0081126	FBtr0081126	1978.00	1796.11	1124.78	76.38	61.32
FBtr0081128	FBtr0081128	2500.00	2318.11	1158.00	60.93	48.91
FBtr0081130	FBtr0081130	5021.00	4839.11	68.91	1.74	1.39
FBtr0081131	FBtr0081131	2390.00	2208.11	129.00	7.13	5.72
FBtr0081132	FBtr0081132	1921.00	1739.11	191.00	13.40	10.75
FBtr0081133	FBtr0081133	2859.00	2677.11	117.00	5.33	4.28
FBtr0081134	FBtr0081134	3355.00	3173.11	0.00	0.00	0.00
FBtr0081135	FBtr0081135	492.00	310.15	125.00	49.16	39.46
FBtr0081136	FBtr0081136	1390.00	1208.11	0.00	0.00	0.00
FBtr0081138	FBtr0081138	4407.00	4225.11	219.72	6.34	5.09
FBtr0081139	FBtr0081139	667.00	485.13	0.00	0.00	0.00
FBtr0081140	FBtr0081140	617.00	435.14	0.00	0.00	0.00
FBtr0081141	FBtr0081141	2188.00	2006.11	1.00	0.06	0.05
FBtr0081142	FBtr0081142	4164.00	3982.11	17.08	0.52	0.42
FBtr0081143	FBtr0081143	1698.00	1516.11	1057.00	85.04	68.26
FBtr0081144	FBtr0081144	2513.00	2331.11	1008.89	52.79	42.38
FBtr0081145	FBtr0081145	2884.00	2702.11	233.40	10.54	8.46
FBtr0081146	FBtr0081146	701.00	519.13	254.00	59.68	47.91
FBtr0081148	FBtr0081148	4507.00	4325.11	242.01	6.82	5.48
FBtr0081149	FBtr0081149	3281.00	3099.11	0.00	0.00	0.00
FBtr0081150	FBtr0081150	1371.00	1189.11	115.00	11.80	9.47
FBtr0081151	FBtr0081151	571.00	389.14	45.58	14.29	11.47
FBtr0081152	FBtr0081152	803.00	621.12	0.50	0.10	0.08
FBtr0081153	FBtr0081153	1749.00	1567.11	0.00	0.00	0.00
FBtr0081154	FBtr0081154	1792.00	1610.11	0.00	0.00	0.00
FBtr0081155	FBtr0081155	2052.00	1870.11	58.00	3.78	3.04
FBtr0081156	FBtr0081156	1821.00	1639.11	254.00	18.90	15.17
FBtr0081157	FBtr0081157	708.00	526.13	388.00	89.95	72.21
FBtr0081158	FBtr0081158	4544.00	4362.11	2403.64	67.21	53.95
FBtr0081159	FBtr0081159	4963.00	4781.11	717.94	18.32	14.70
FBtr0081160	FBtr0081160	12088.00	11906.11	218.34	2.24	1.80
FBtr0081161	FBtr0081161	404.00	222.17	79.45	43.62	35.01
FBtr0081162	FBtr0081162	1982.00	1800.11	3406.90	230.84	185.31
FBtr0081163	FBtr0081163	2791.00	2609.11	603.00	28.19	22.63
FBtr0081164	FBtr0081164	1327.00	1145.11	2656.12	282.92	227.11
FBtr0081165	FBtr0081165	1325.00	1143.11	284.26	30.33	24.35
FBtr0081166	FBtr0081166	1929.00	1747.11	4.97	0.35	0.28
FBtr0081167	FBtr0081167	2085.00	1903.11	0.00	0.00	0.00
FBtr0081169	FBtr0081169	2677.00	2495.11	0.00	0.00	0.00
FBtr0081170	FBtr0081170	2562.00	2380.11	0.00	0.00	0.00
FBtr0081171	FBtr0081171	1753.00	1571.11	1.00	0.08	0.06
FBtr0081172	FBtr0081172	421.00	239.17	0.00	0.00	0.00
FBtr0081173	FBtr0081173	1344.00	1162.11	1.00	0.10	0.08
FBtr0081174	FBtr0081174	4145.00	3963.11	0.00	0.00	0.00
FBtr0081175	FBtr0081175	3934.00	3752.11	0.00	0.00	0.00
FBtr0081176	FBtr0081176	3893.00	3711.11	0.00	0.00	0.00
FBtr0081177	FBtr0081177	1708.00	1526.11	231.00	18.46	14.82
FBtr0081178	FBtr0081178	1440.00	1258.11	68.00	6.59	5.29
FBtr0081179	FBtr0081179	751.00	569.12	109.00	23.36	18.75
FBtr0081180	FBtr0081180	2317.00	2135.11	550.00	31.42	25.22
FBtr0081181	FBtr0081181	477.00	295.16	7690.55	3178.08	2551.25
FBtr0081183	FBtr0081183	1527.00	1345.11	1.00	0.09	0.07
FBtr0081184	FBtr0081184	1718.00	1536.11	0.00	0.00	0.00
FBtr0081185	FBtr0081185	1628.00	1446.11	3295.15	277.93	223.11
FBtr0081186	FBtr0081186	1945.00	1763.11	0.00	0.00	0.00
FBtr0081187	FBtr0081187	5196.00	5014.11	408.72	9.94	7.98
FBtr0081189	FBtr0081189	4161.00	3979.11	111.28	3.41	2.74
FBtr0081190	FBtr0081190	1583.00	1401.11	54.79	4.77	3.83
FBtr0081191	FBtr0081191	1302.00	1120.11	19.02	2.07	1.66
FBtr0081192	FBtr0081192	471.00	289.16	160.60	67.74	54.38
FBtr0081193	FBtr0081193	6146.00	5964.11	326.59	6.68	5.36
FBtr0081194	FBtr0081194	3187.00	3005.11	202.46	8.22	6.60
FBtr0081195	FBtr0081195	3104.00	2922.11	3.00	0.13	0.10
FBtr0081196	FBtr0081196	1175.00	993.11	0.00	0.00	0.00
FBtr0081197	FBtr0081197	617.00	435.14	0.00	0.00	0.00
FBtr0081198	FBtr0081198	1147.00	965.11	0.00	0.00	0.00
FBtr0081199	FBtr0081199	1115.00	933.11	84.00	10.98	8.81
FBtr0081200	FBtr0081200	1913.00	1731.11	6.45	0.45	0.36
FBtr0081201	FBtr0081201	759.00	577.12	0.00	0.00	0.00
FBtr0081203	FBtr0081203	1270.00	1088.11	18.83	2.11	1.69
FBtr0081204	FBtr0081204	2455.00	2273.11	53.44	2.87	2.30
FBtr0081205	FBtr0081205	1742.00	1560.11	1281.00	100.15	80.40
FBtr0081206	FBtr0081206	1604.00	1422.11	206.00	17.67	14.18
FBtr0081207	FBtr0081207	1338.00	1156.11	44.69	4.71	3.78
FBtr0081208	FBtr0081208	1457.00	1275.11	14.93	1.43	1.15
FBtr0081209	FBtr0081209	1418.00	1236.11	9.38	0.93	0.74
FBtr0081210	FBtr0081210	2377.00	2195.11	2110.20	117.25	94.13
FBtr0081211	FBtr0081211	2447.00	2265.11	33.63	1.81	1.45
FBtr0081212	FBtr0081212	2043.00	1861.11	506.60	33.20	26.65
FBtr0081213	FBtr0081213	2235.00	2053.11	86.42	5.13	4.12
FBtr0081214	FBtr0081214	1380.00	1198.11	311.38	31.70	25.45
FBtr0081216	FBtr0081216	2549.00	2367.11	852.46	43.93	35.26
FBtr0081217	FBtr0081217	2565.00	2383.11	373.24	19.10	15.34
FBtr0081218	FBtr0081218	2474.00	2292.11	3.80	0.20	0.16
FBtr0081219	FBtr0081219	1084.00	902.11	0.00	0.00	0.00
FBtr0081220	FBtr0081220	1093.00	911.11	7.74	1.04	0.83
FBtr0081221	FBtr0081221	1054.00	872.11	130.40	18.24	14.64
FBtr0081222	FBtr0081222	2276.00	2094.11	0.00	0.00	0.00
FBtr0081223	FBtr0081223	1991.00	1809.11	1009.99	68.09	54.66
FBtr0081224	FBtr0081224	2630.00	2448.11	196.00	9.77	7.84
FBtr0081225	FBtr0081225	1305.00	1123.11	0.00	0.00	0.00
FBtr0081227	FBtr0081227	2809.00	2627.11	0.00	0.00	0.00
FBtr0081228	FBtr0081228	1521.00	1339.11	134.49	12.25	9.83
FBtr0081233	FBtr0081233	1839.00	1657.11	90.00	6.62	5.32
FBtr0081234	FBtr0081234	2401.00	2219.11	5.65	0.31	0.25
FBtr0081236	FBtr0081236	1585.00	1403.11	3.17	0.28	0.22
FBtr0081237	FBtr0081237	1533.00	1351.11	51.83	4.68	3.76
FBtr0081238	FBtr0081238	1207.00	1025.11	19.71	2.35	1.88
FBtr0081240	FBtr0081240	1544.00	1362.11	1.00	0.09	0.07
FBtr0081242	FBtr0081242	1145.00	963.11	1.00	0.13	0.10
FBtr0081243	FBtr0081243	1196.00	1014.11	40.70	4.90	3.93
FBtr0081244	FBtr0081244	4005.00	3823.11	1241.70	39.61	31.80
FBtr0081245	FBtr0081245	4114.00	3932.11	163.71	5.08	4.08
FBtr0081246	FBtr0081246	3925.00	3743.11	1478.00	48.16	38.66
FBtr0081247	FBtr0081247	4685.00	4503.11	39.17	1.06	0.85
FBtr0081248	FBtr0081248	3227.00	3045.11	236.34	9.47	7.60
FBtr0081249	FBtr0081249	2512.00	2330.11	667.00	34.91	28.03
FBtr0081250	FBtr0081250	657.00	475.13	4.00	1.03	0.82
FBtr0081251	FBtr0081251	1316.00	1134.11	5.00	0.54	0.43
FBtr0081252	FBtr0081252	703.00	521.13	0.00	0.00	0.00
FBtr0081253	FBtr0081253	2305.00	2123.11	2203.00	126.56	101.60
FBtr0081254	FBtr0081254	4694.00	4512.11	4367.56	118.06	94.78
FBtr0081256	FBtr0081256	910.00	728.12	4.00	0.67	0.54
FBtr0081257	FBtr0081257	1146.00	964.11	25.96	3.28	2.64
FBtr0081258	FBtr0081258	1366.00	1184.11	1478.00	152.24	122.22
FBtr0081259	FBtr0081259	2062.00	1880.11	357.00	23.16	18.59
FBtr0081260	FBtr0081260	7606.00	7424.11	906.21	14.89	11.95
FBtr0081261	FBtr0081261	1342.00	1160.11	0.00	0.00	0.00
FBtr0081262	FBtr0081262	1034.00	852.11	27.00	3.86	3.10
FBtr0081263	FBtr0081263	1733.00	1551.11	313.02	24.61	19.76
FBtr0081264	FBtr0081264	1760.00	1578.11	0.00	0.00	0.00
FBtr0081266	FBtr0081266	1156.00	974.11	178.00	22.29	17.89
FBtr0081267	FBtr0081267	1457.00	1275.11	985.08	94.23	75.64
FBtr0081268	FBtr0081268	1653.00	1471.11	1635.71	135.62	108.87
FBtr0081269	FBtr0081269	1634.00	1452.11	354.02	29.74	23.87
FBtr0081270	FBtr0081270	1438.00	1256.11	342.19	33.23	26.67
FBtr0081276	FBtr0081276	1297.00	1115.11	134.00	14.66	11.77
FBtr0081277	FBtr0081277	1116.00	934.11	9.16	1.20	0.96
FBtr0081278	FBtr0081278	1342.00	1160.11	0.00	0.00	0.00
FBtr0081279	FBtr0081279	810.00	628.12	519.00	100.78	80.90
FBtr0081280	FBtr0081280	5680.00	5498.11	0.00	0.00	0.00
FBtr0081281	FBtr0081281	4949.00	4767.11	0.00	0.00	0.00
FBtr0081282	FBtr0081282	5216.00	5034.11	117.58	2.85	2.29
FBtr0081283	FBtr0081283	5302.00	5120.11	21.93	0.52	0.42
FBtr0081284	FBtr0081284	1317.00	1135.11	313.89	33.73	27.08
FBtr0081285	FBtr0081285	1215.00	1033.11	119.00	14.05	11.28
FBtr0081287	FBtr0081287	4934.00	4752.11	4630.67	118.85	95.41
FBtr0081288	FBtr0081288	1652.00	1470.11	172.00	14.27	11.46
FBtr0081289	FBtr0081289	928.00	746.12	5.65	0.92	0.74
FBtr0081290	FBtr0081290	1921.00	1739.11	256.00	17.95	14.41
FBtr0081291	FBtr0081291	538.00	356.15	52.00	17.81	14.30
FBtr0081300	FBtr0081300	731.00	549.13	2949.37	655.11	525.90
FBtr0081301	FBtr0081301	796.00	614.12	132.13	26.24	21.07
FBtr0081302	FBtr0081302	1095.00	913.11	3.00	0.40	0.32
FBtr0081303	FBtr0081303	1026.00	844.11	0.00	0.00	0.00
FBtr0081306	FBtr0081306	896.00	714.12	0.00	0.00	0.00
FBtr0081308	FBtr0081308	535.00	353.15	0.00	0.00	0.00
FBtr0081309	FBtr0081309	522.00	340.15	0.00	0.00	0.00
FBtr0081310	FBtr0081310	506.00	324.15	0.00	0.00	0.00
FBtr0081312	FBtr0081312	2008.00	1826.11	0.00	0.00	0.00
FBtr0081314	FBtr0081314	651.00	469.13	0.00	0.00	0.00
FBtr0081316	FBtr0081316	1338.00	1156.11	445.31	46.98	37.71
FBtr0081317	FBtr0081317	1870.00	1688.11	142.69	10.31	8.28
FBtr0081318	FBtr0081318	7522.00	7340.11	5.00	0.08	0.07
FBtr0081321	FBtr0081321	1130.00	948.11	157.26	20.23	16.24
FBtr0081323	FBtr0081323	1254.00	1072.11	297.00	33.79	27.12
FBtr0081324	FBtr0081324	12133.00	11951.11	1795.00	18.32	14.71
FBtr0081325	FBtr0081325	3154.00	2972.11	802.27	32.92	26.43
FBtr0081327	FBtr0081327	2447.00	2265.11	2.00	0.11	0.09
FBtr0081328	FBtr0081328	2231.00	2049.11	272.09	16.20	13.00
FBtr0081329	FBtr0081329	2105.00	1923.11	254.71	16.15	12.97
FBtr0081330	FBtr0081330	2163.00	1981.11	87.33	5.38	4.32
FBtr0081331	FBtr0081331	2269.00	2087.11	51.71	3.02	2.43
FBtr0081332	FBtr0081332	3592.00	3410.11	725.00	25.93	20.82
FBtr0081333	FBtr0081333	1541.00	1359.11	156.00	14.00	11.24
FBtr0081334	FBtr0081334	2011.00	1829.11	776.00	51.75	41.54
FBtr0081335	FBtr0081335	2134.00	1952.11	0.00	0.00	0.00
FBtr0081336	FBtr0081336	1878.00	1696.11	0.00	0.00	0.00
FBtr0081338	FBtr0081338	863.00	681.12	0.00	0.00	0.00
FBtr0081339	FBtr0081339	761.00	579.12	224.00	47.18	37.87
FBtr0081340	FBtr0081340	628.00	446.13	348.00	95.14	76.38
FBtr0081341	FBtr0081341	1529.00	1347.11	61.00	5.52	4.43
FBtr0081347	FBtr0081347	1310.00	1128.11	428.00	46.28	37.15
FBtr0081348	FBtr0081348	2580.00	2398.11	503.91	25.63	20.57
FBtr0081349	FBtr0081349	2684.00	2502.11	326.09	15.90	12.76
FBtr0081350	FBtr0081350	837.00	655.12	6.00	1.12	0.90
FBtr0081351	FBtr0081351	538.00	356.15	0.00	0.00	0.00
FBtr0081352	FBtr0081352	4881.00	4699.11	118.82	3.08	2.48
FBtr0081353	FBtr0081353	4794.00	4612.11	228.70	6.05	4.86
FBtr0081354	FBtr0081354	2666.00	2484.11	153.19	7.52	6.04
FBtr0081355	FBtr0081355	3437.00	3255.11	20.22	0.76	0.61
FBtr0081356	FBtr0081356	3336.00	3154.11	955.79	36.96	29.67
FBtr0081357	FBtr0081357	2976.00	2794.11	167.69	7.32	5.88
FBtr0081358	FBtr0081358	1941.00	1759.11	1990.00	137.98	110.77
FBtr0081362	FBtr0081362	2270.00	2088.11	194.29	11.35	9.11
FBtr0081363	FBtr0081363	1860.00	1678.11	36.64	2.66	2.14
FBtr0081364	FBtr0081364	1817.00	1635.11	1686.45	125.80	100.99
FBtr0081365	FBtr0081365	2031.00	1849.11	17.44	1.15	0.92
FBtr0081367	FBtr0081367	1539.00	1357.11	209.00	18.78	15.08
FBtr0081369	FBtr0081369	2605.00	2423.11	0.00	0.00	0.00
FBtr0081370	FBtr0081370	1727.00	1545.11	5.00	0.39	0.32
FBtr0081371	FBtr0081371	2512.00	2330.11	1.00	0.05	0.04
FBtr0081372	FBtr0081372	1623.00	1441.11	0.00	0.00	0.00
FBtr0081374	FBtr0081374	1549.00	1367.11	2838.00	253.20	203.26
FBtr0081375	FBtr0081375	1006.00	824.11	0.00	0.00	0.00
FBtr0081376	FBtr0081376	965.00	783.12	1.00	0.16	0.13
FBtr0081378	FBtr0081378	1011.00	829.11	0.00	0.00	0.00
FBtr0081381	FBtr0081381	1038.00	856.11	0.00	0.00	0.00
FBtr0081382	FBtr0081382	582.00	400.14	0.00	0.00	0.00
FBtr0081383	FBtr0081383	527.00	345.15	0.00	0.00	0.00
FBtr0081384	FBtr0081384	1477.00	1295.11	373.00	35.13	28.20
FBtr0081386	FBtr0081386	1168.00	986.11	36.00	4.45	3.57
FBtr0081387	FBtr0081387	634.00	452.13	153.00	41.27	33.13
FBtr0081388	FBtr0081388	2246.00	2064.11	417.00	24.64	19.78
FBtr0081390	FBtr0081390	2461.00	2279.11	403.00	21.57	17.31
FBtr0081391	FBtr0081391	1262.00	1080.11	0.00	0.00	0.00
FBtr0081392	FBtr0081392	3601.00	3419.11	908.97	32.43	26.03
FBtr0081393	FBtr0081393	2581.00	2399.11	2158.88	109.76	88.11
FBtr0081395	FBtr0081395	2523.00	2341.11	0.00	0.00	0.00
FBtr0081396	FBtr0081396	2170.00	1988.11	0.00	0.00	0.00
FBtr0081397	FBtr0081397	7704.00	7522.11	7.00	0.11	0.09
FBtr0081399	FBtr0081399	2841.00	2659.11	255.93	11.74	9.42
FBtr0081401	FBtr0081401	2706.00	2524.11	192.07	9.28	7.45
FBtr0081403	FBtr0081403	4892.00	4710.11	1452.00	37.60	30.18
FBtr0081404	FBtr0081404	2106.00	1924.11	16.42	1.04	0.84
FBtr0081405	FBtr0081405	2161.00	1979.11	0.00	0.00	0.00
FBtr0081406	FBtr0081406	939.00	757.12	51.00	8.22	6.60
FBtr0081407	FBtr0081407	662.00	480.13	0.00	0.00	0.00
FBtr0081409	FBtr0081409	1961.00	1779.11	667.00	45.73	36.71
FBtr0081410	FBtr0081410	4743.00	4561.11	427.99	11.45	9.19
FBtr0081411	FBtr0081411	4465.00	4283.11	42.83	1.22	0.98
FBtr0081412	FBtr0081412	2516.00	2334.11	0.00	0.00	0.00
FBtr0081413	FBtr0081413	2353.00	2171.11	2.00	0.11	0.09
FBtr0081414	FBtr0081414	1092.00	910.11	933.37	125.09	100.42
FBtr0081415	FBtr0081415	1600.00	1418.11	945.48	81.32	65.28
