ROUND = 1697, SUM = 11396433, bChange = 0.00360738, totNum = 46
ROUND = 1698, SUM = 11396433, bChange = 0.00360741, totNum = 46
ROUND = 1699, SUM = 11396433, bChange = 0.00360744, totNum = 45
ROUND = 1700, SUM = 11396433, bChange = 0.00360747, totNum = 45
ROUND = 1701, SUM = 11396433, bChange = 0.00360749, totNum = 45
ROUND = 1702, SUM = 11396433, bChange = 0.00360752, totNum = 45
ROUND = 1703, SUM = 11396433, bChange = 0.00360755, totNum = 45
ROUND = 1704, SUM = 11396433, bChange = 0.00360757, totNum = 45
ROUND = 1705, SUM = 11396433, bChange = 0.0036076, totNum = 45
ROUND = 1706, SUM = 11396433, bChange = 0.00360763, totNum = 45
ROUND = 1707, SUM = 11396433, bChange = 0.00360766, totNum = 45
ROUND = 1708, SUM = 11396433, bChange = 0.00360768, totNum = 45
ROUND = 1709, SUM = 11396433.0000001, bChange = 0.00360771, totNum = 45
ROUND = 1710, SUM = 11396433, bChange = 0.00360774, totNum = 45
ROUND = 1711, SUM = 11396433, bChange = 0.00360776, totNum = 45
ROUND = 1712, SUM = 11396433, bChange = 0.00360779, totNum = 45
ROUND = 1713, SUM = 11396433, bChange = 0.00360782, totNum = 45
ROUND = 1714, SUM = 11396433, bChange = 0.00360784, totNum = 45
ROUND = 1715, SUM = 11396433, bChange = 0.00360787, totNum = 45
ROUND = 1716, SUM = 11396433.0000001, bChange = 0.00360789, totNum = 44
ROUND = 1717, SUM = 11396433, bChange = 0.00360792, totNum = 44
ROUND = 1718, SUM = 11396433.0000001, bChange = 0.00360795, totNum = 44
ROUND = 1719, SUM = 11396433, bChange = 0.00360797, totNum = 44
ROUND = 1720, SUM = 11396433, bChange = 0.003608, totNum = 44
ROUND = 1721, SUM = 11396433, bChange = 0.00360802, totNum = 44
ROUND = 1722, SUM = 11396433, bChange = 0.00360805, totNum = 44
ROUND = 1723, SUM = 11396433, bChange = 0.00360807, totNum = 44
ROUND = 1724, SUM = 11396433.0000001, bChange = 0.0036081, totNum = 44
ROUND = 1725, SUM = 11396433, bChange = 0.00360813, totNum = 44
ROUND = 1726, SUM = 11396433, bChange = 0.00360815, totNum = 44
ROUND = 1727, SUM = 11396433, bChange = 0.00360818, totNum = 44
ROUND = 1728, SUM = 11396433, bChange = 0.0036082, totNum = 44
ROUND = 1729, SUM = 11396433, bChange = 0.00360823, totNum = 44
ROUND = 1730, SUM = 11396433, bChange = 0.00360825, totNum = 44
ROUND = 1731, SUM = 11396433, bChange = 0.00360828, totNum = 44
ROUND = 1732, SUM = 11396433.0000001, bChange = 0.0036083, totNum = 44
ROUND = 1733, SUM = 11396433, bChange = 0.00360832, totNum = 44
ROUND = 1734, SUM = 11396433, bChange = 0.00360835, totNum = 44
ROUND = 1735, SUM = 11396433, bChange = 0.00360837, totNum = 44
ROUND = 1736, SUM = 11396433, bChange = 0.0036084, totNum = 44
ROUND = 1737, SUM = 11396433, bChange = 0.00360842, totNum = 44
ROUND = 1738, SUM = 11396433, bChange = 0.00360845, totNum = 44
ROUND = 1739, SUM = 11396433, bChange = 0.00360847, totNum = 44
ROUND = 1740, SUM = 11396433, bChange = 0.00360849, totNum = 44
ROUND = 1741, SUM = 11396433.0000001, bChange = 0.00360852, totNum = 44
ROUND = 1742, SUM = 11396433, bChange = 0.00360854, totNum = 44
ROUND = 1743, SUM = 11396433.0000001, bChange = 0.00360857, totNum = 44
ROUND = 1744, SUM = 11396433, bChange = 0.00360859, totNum = 44
ROUND = 1745, SUM = 11396433, bChange = 0.00360861, totNum = 44
ROUND = 1746, SUM = 11396433, bChange = 0.00360864, totNum = 44
ROUND = 1747, SUM = 11396433, bChange = 0.00360866, totNum = 44
ROUND = 1748, SUM = 11396433, bChange = 0.00360868, totNum = 44
ROUND = 1749, SUM = 11396433, bChange = 0.00360871, totNum = 44
ROUND = 1750, SUM = 11396433, bChange = 0.00360873, totNum = 44
ROUND = 1751, SUM = 11396433, bChange = 0.00360875, totNum = 44
ROUND = 1752, SUM = 11396433, bChange = 0.00360877, totNum = 44
ROUND = 1753, SUM = 11396433, bChange = 0.0036088, totNum = 44
ROUND = 1754, SUM = 11396433, bChange = 0.00360882, totNum = 44
ROUND = 1755, SUM = 11396433, bChange = 0.00360884, totNum = 44
ROUND = 1756, SUM = 11396433, bChange = 0.00360887, totNum = 44
ROUND = 1757, SUM = 11396433, bChange = 0.00360889, totNum = 44
ROUND = 1758, SUM = 11396433, bChange = 0.00360891, totNum = 44
ROUND = 1759, SUM = 11396433, bChange = 0.00360893, totNum = 44
ROUND = 1760, SUM = 11396433, bChange = 0.00360896, totNum = 44
ROUND = 1761, SUM = 11396433, bChange = 0.00360898, totNum = 43
ROUND = 1762, SUM = 11396433, bChange = 0.003609, totNum = 43
ROUND = 1763, SUM = 11396433, bChange = 0.00360902, totNum = 43
ROUND = 1764, SUM = 11396433.0000001, bChange = 0.00360904, totNum = 43
ROUND = 1765, SUM = 11396433, bChange = 0.00360907, totNum = 43
ROUND = 1766, SUM = 11396433, bChange = 0.00360909, totNum = 43
ROUND = 1767, SUM = 11396433, bChange = 0.00360911, totNum = 43
ROUND = 1768, SUM = 11396433.0000001, bChange = 0.00360913, totNum = 43
ROUND = 1769, SUM = 11396433.0000001, bChange = 0.00360915, totNum = 43
ROUND = 1770, SUM = 11396433.0000001, bChange = 0.00360917, totNum = 43
ROUND = 1771, SUM = 11396433, bChange = 0.0036092, totNum = 43
ROUND = 1772, SUM = 11396433, bChange = 0.00360922, totNum = 42
ROUND = 1773, SUM = 11396433, bChange = 0.00360924, totNum = 42
ROUND = 1774, SUM = 11396433, bChange = 0.00360926, totNum = 42
ROUND = 1775, SUM = 11396433, bChange = 0.00360928, totNum = 42
ROUND = 1776, SUM = 11396433, bChange = 0.0036093, totNum = 42
ROUND = 1777, SUM = 11396433, bChange = 0.00360932, totNum = 42
ROUND = 1778, SUM = 11396433, bChange = 0.00360934, totNum = 42
ROUND = 1779, SUM = 11396433.0000001, bChange = 0.00360936, totNum = 42
ROUND = 1780, SUM = 11396433, bChange = 0.00360938, totNum = 42
ROUND = 1781, SUM = 11396433, bChange = 0.00360941, totNum = 42
ROUND = 1782, SUM = 11396433, bChange = 0.00360943, totNum = 42
ROUND = 1783, SUM = 11396433.0000001, bChange = 0.00360945, totNum = 42
ROUND = 1784, SUM = 11396433, bChange = 0.00360947, totNum = 42
ROUND = 1785, SUM = 11396433, bChange = 0.00360949, totNum = 42
ROUND = 1786, SUM = 11396433, bChange = 0.00360951, totNum = 42
ROUND = 1787, SUM = 11396433, bChange = 0.00360953, totNum = 42
ROUND = 1788, SUM = 11396433, bChange = 0.00360955, totNum = 42
ROUND = 1789, SUM = 11396433, bChange = 0.00360957, totNum = 42
ROUND = 1790, SUM = 11396433, bChange = 0.00360959, totNum = 42
ROUND = 1791, SUM = 11396433, bChange = 0.00360961, totNum = 41
ROUND = 1792, SUM = 11396433, bChange = 0.00360963, totNum = 41
ROUND = 1793, SUM = 11396433, bChange = 0.00360965, totNum = 41
ROUND = 1794, SUM = 11396433, bChange = 0.00360967, totNum = 41
ROUND = 1795, SUM = 11396433, bChange = 0.00360969, totNum = 41
ROUND = 1796, SUM = 11396433, bChange = 0.00360971, totNum = 40
ROUND = 1797, SUM = 11396433, bChange = 0.00360973, totNum = 40
ROUND = 1798, SUM = 11396433, bChange = 0.00360975, totNum = 40
ROUND = 1799, SUM = 11396433, bChange = 0.00360976, totNum = 40
ROUND = 1800, SUM = 11396433, bChange = 0.00360978, totNum = 40
ROUND = 1801, SUM = 11396433.0000001, bChange = 0.0036098, totNum = 40
ROUND = 1802, SUM = 11396433.0000001, bChange = 0.00360982, totNum = 40
ROUND = 1803, SUM = 11396433, bChange = 0.00360984, totNum = 40
ROUND = 1804, SUM = 11396433, bChange = 0.00360986, totNum = 40
ROUND = 1805, SUM = 11396433, bChange = 0.00360988, totNum = 40
ROUND = 1806, SUM = 11396433, bChange = 0.0036099, totNum = 40
ROUND = 1807, SUM = 11396433, bChange = 0.00360992, totNum = 40
ROUND = 1808, SUM = 11396433, bChange = 0.00360994, totNum = 40
ROUND = 1809, SUM = 11396433, bChange = 0.00360995, totNum = 40
ROUND = 1810, SUM = 11396433, bChange = 0.00360997, totNum = 40
ROUND = 1811, SUM = 11396433, bChange = 0.00360999, totNum = 40
ROUND = 1812, SUM = 11396433, bChange = 0.00361001, totNum = 40
ROUND = 1813, SUM = 11396433.0000001, bChange = 0.00361003, totNum = 39
ROUND = 1814, SUM = 11396433, bChange = 0.00361005, totNum = 39
ROUND = 1815, SUM = 11396433, bChange = 0.00361007, totNum = 39
ROUND = 1816, SUM = 11396433, bChange = 0.00361008, totNum = 39
ROUND = 1817, SUM = 11396433, bChange = 0.0036101, totNum = 39
ROUND = 1818, SUM = 11396433.0000001, bChange = 0.00361012, totNum = 39
ROUND = 1819, SUM = 11396433, bChange = 0.00361014, totNum = 39
ROUND = 1820, SUM = 11396433, bChange = 0.00361016, totNum = 39
ROUND = 1821, SUM = 11396433, bChange = 0.00361017, totNum = 39
ROUND = 1822, SUM = 11396433, bChange = 0.00361019, totNum = 39
ROUND = 1823, SUM = 11396433, bChange = 0.00361021, totNum = 39
ROUND = 1824, SUM = 11396433, bChange = 0.00361023, totNum = 39
ROUND = 1825, SUM = 11396433, bChange = 0.00361024, totNum = 39
ROUND = 1826, SUM = 11396433, bChange = 0.00361026, totNum = 39
ROUND = 1827, SUM = 11396433, bChange = 0.00361028, totNum = 39
ROUND = 1828, SUM = 11396433, bChange = 0.0036103, totNum = 39
ROUND = 1829, SUM = 11396433, bChange = 0.00361031, totNum = 39
ROUND = 1830, SUM = 11396433, bChange = 0.00361033, totNum = 39
ROUND = 1831, SUM = 11396433, bChange = 0.00361035, totNum = 39
ROUND = 1832, SUM = 11396433, bChange = 0.00361037, totNum = 39
ROUND = 1833, SUM = 11396433, bChange = 0.00361038, totNum = 39
ROUND = 1834, SUM = 11396433, bChange = 0.0036104, totNum = 39
ROUND = 1835, SUM = 11396433, bChange = 0.00361042, totNum = 39
ROUND = 1836, SUM = 11396433, bChange = 0.00361043, totNum = 39
ROUND = 1837, SUM = 11396433, bChange = 0.00361045, totNum = 39
ROUND = 1838, SUM = 11396433, bChange = 0.00361047, totNum = 39
ROUND = 1839, SUM = 11396433, bChange = 0.00361048, totNum = 39
ROUND = 1840, SUM = 11396433, bChange = 0.0036105, totNum = 39
ROUND = 1841, SUM = 11396433, bChange = 0.00361052, totNum = 39
ROUND = 1842, SUM = 11396433, bChange = 0.00361053, totNum = 39
ROUND = 1843, SUM = 11396433, bChange = 0.00361055, totNum = 39
ROUND = 1844, SUM = 11396433, bChange = 0.00361057, totNum = 40
ROUND = 1845, SUM = 11396433, bChange = 0.00361058, totNum = 40
ROUND = 1846, SUM = 11396433, bChange = 0.0036106, totNum = 40
ROUND = 1847, SUM = 11396433, bChange = 0.00361062, totNum = 40
ROUND = 1848, SUM = 11396433, bChange = 0.00361063, totNum = 40
ROUND = 1849, SUM = 11396433, bChange = 0.00361065, totNum = 40
ROUND = 1850, SUM = 11396433, bChange = 0.00361067, totNum = 39
ROUND = 1851, SUM = 11396433.0000001, bChange = 0.00361068, totNum = 39
ROUND = 1852, SUM = 11396433, bChange = 0.0036107, totNum = 39
ROUND = 1853, SUM = 11396433, bChange = 0.00361071, totNum = 39
ROUND = 1854, SUM = 11396433, bChange = 0.00361073, totNum = 39
ROUND = 1855, SUM = 11396433, bChange = 0.00361074, totNum = 39
ROUND = 1856, SUM = 11396433, bChange = 0.00361076, totNum = 39
ROUND = 1857, SUM = 11396433, bChange = 0.00361078, totNum = 39
ROUND = 1858, SUM = 11396433, bChange = 0.00361079, totNum = 39
ROUND = 1859, SUM = 11396433, bChange = 0.00361081, totNum = 39
ROUND = 1860, SUM = 11396433, bChange = 0.00361082, totNum = 39
ROUND = 1861, SUM = 11396433, bChange = 0.00361084, totNum = 39
ROUND = 1862, SUM = 11396433, bChange = 0.00361085, totNum = 39
ROUND = 1863, SUM = 11396433, bChange = 0.00361087, totNum = 38
ROUND = 1864, SUM = 11396433, bChange = 0.00361088, totNum = 38
ROUND = 1865, SUM = 11396433, bChange = 0.0036109, totNum = 38
ROUND = 1866, SUM = 11396433, bChange = 0.00361092, totNum = 38
ROUND = 1867, SUM = 11396433, bChange = 0.00361093, totNum = 38
ROUND = 1868, SUM = 11396433, bChange = 0.00361095, totNum = 38
ROUND = 1869, SUM = 11396433, bChange = 0.00361096, totNum = 38
ROUND = 1870, SUM = 11396433, bChange = 0.00361098, totNum = 38
ROUND = 1871, SUM = 11396433, bChange = 0.00361099, totNum = 38
ROUND = 1872, SUM = 11396433, bChange = 0.00361101, totNum = 38
ROUND = 1873, SUM = 11396433, bChange = 0.00361102, totNum = 38
ROUND = 1874, SUM = 11396433, bChange = 0.00361103, totNum = 38
ROUND = 1875, SUM = 11396433, bChange = 0.00361105, totNum = 38
ROUND = 1876, SUM = 11396433, bChange = 0.00361106, totNum = 38
ROUND = 1877, SUM = 11396433, bChange = 0.00361108, totNum = 38
ROUND = 1878, SUM = 11396433, bChange = 0.00361109, totNum = 38
ROUND = 1879, SUM = 11396433, bChange = 0.00361111, totNum = 38
ROUND = 1880, SUM = 11396433, bChange = 0.00361112, totNum = 38
ROUND = 1881, SUM = 11396433, bChange = 0.00361114, totNum = 38
ROUND = 1882, SUM = 11396433, bChange = 0.00361115, totNum = 38
ROUND = 1883, SUM = 11396433, bChange = 0.00361117, totNum = 38
ROUND = 1884, SUM = 11396433, bChange = 0.00361118, totNum = 38
ROUND = 1885, SUM = 11396433, bChange = 0.00361119, totNum = 38
ROUND = 1886, SUM = 11396433.0000001, bChange = 0.00361121, totNum = 38
ROUND = 1887, SUM = 11396433, bChange = 0.00361122, totNum = 38
ROUND = 1888, SUM = 11396433, bChange = 0.00361124, totNum = 37
ROUND = 1889, SUM = 11396433, bChange = 0.00361125, totNum = 37
ROUND = 1890, SUM = 11396433, bChange = 0.00361126, totNum = 37
ROUND = 1891, SUM = 11396433, bChange = 0.00361128, totNum = 37
ROUND = 1892, SUM = 11396433, bChange = 0.00361129, totNum = 37
ROUND = 1893, SUM = 11396433, bChange = 0.00361131, totNum = 37
ROUND = 1894, SUM = 11396433, bChange = 0.00361132, totNum = 37
ROUND = 1895, SUM = 11396433, bChange = 0.00361133, totNum = 37
ROUND = 1896, SUM = 11396433, bChange = 0.00361135, totNum = 37
ROUND = 1897, SUM = 11396433, bChange = 0.00361136, totNum = 37
ROUND = 1898, SUM = 11396433, bChange = 0.00361137, totNum = 37
ROUND = 1899, SUM = 11396433, bChange = 0.00361139, totNum = 37
ROUND = 1900, SUM = 11396433, bChange = 0.0036114, totNum = 37
ROUND = 1901, SUM = 11396433, bChange = 0.00361141, totNum = 37
ROUND = 1902, SUM = 11396433, bChange = 0.00361143, totNum = 37
ROUND = 1903, SUM = 11396433, bChange = 0.00361144, totNum = 37
ROUND = 1904, SUM = 11396433, bChange = 0.00361145, totNum = 37
ROUND = 1905, SUM = 11396433, bChange = 0.00361147, totNum = 37
ROUND = 1906, SUM = 11396433, bChange = 0.00361148, totNum = 37
ROUND = 1907, SUM = 11396433, bChange = 0.00361149, totNum = 37
ROUND = 1908, SUM = 11396433, bChange = 0.00361151, totNum = 37
ROUND = 1909, SUM = 11396433, bChange = 0.00361152, totNum = 37
ROUND = 1910, SUM = 11396433, bChange = 0.00361153, totNum = 37
ROUND = 1911, SUM = 11396433, bChange = 0.00361155, totNum = 37
ROUND = 1912, SUM = 11396433, bChange = 0.00361156, totNum = 37
ROUND = 1913, SUM = 11396433, bChange = 0.00361157, totNum = 37
ROUND = 1914, SUM = 11396433, bChange = 0.00361158, totNum = 37
ROUND = 1915, SUM = 11396433, bChange = 0.0036116, totNum = 37
ROUND = 1916, SUM = 11396433, bChange = 0.00361161, totNum = 37
ROUND = 1917, SUM = 11396433, bChange = 0.00361162, totNum = 37
ROUND = 1918, SUM = 11396433, bChange = 0.00361163, totNum = 37
ROUND = 1919, SUM = 11396433, bChange = 0.00361165, totNum = 37
ROUND = 1920, SUM = 11396433, bChange = 0.00361166, totNum = 37
ROUND = 1921, SUM = 11396433, bChange = 0.00361167, totNum = 37
ROUND = 1922, SUM = 11396433, bChange = 0.00361168, totNum = 37
ROUND = 1923, SUM = 11396433, bChange = 0.0036117, totNum = 37
ROUND = 1924, SUM = 11396433, bChange = 0.00361171, totNum = 37
ROUND = 1925, SUM = 11396433.0000001, bChange = 0.00361172, totNum = 37
ROUND = 1926, SUM = 11396433, bChange = 0.00361173, totNum = 37
ROUND = 1927, SUM = 11396433, bChange = 0.00361175, totNum = 37
ROUND = 1928, SUM = 11396433, bChange = 0.00361176, totNum = 37
ROUND = 1929, SUM = 11396433, bChange = 0.00361177, totNum = 37
ROUND = 1930, SUM = 11396433.0000001, bChange = 0.00361178, totNum = 37
ROUND = 1931, SUM = 11396433.0000001, bChange = 0.00361179, totNum = 37
ROUND = 1932, SUM = 11396433, bChange = 0.00361181, totNum = 37
ROUND = 1933, SUM = 11396433, bChange = 0.00361182, totNum = 37
ROUND = 1934, SUM = 11396433, bChange = 0.00361183, totNum = 37
ROUND = 1935, SUM = 11396433, bChange = 0.00361184, totNum = 37
ROUND = 1936, SUM = 11396433, bChange = 0.00361185, totNum = 37
ROUND = 1937, SUM = 11396433, bChange = 0.00361187, totNum = 37
ROUND = 1938, SUM = 11396433.0000001, bChange = 0.00361188, totNum = 37
ROUND = 1939, SUM = 11396433, bChange = 0.00361189, totNum = 37
ROUND = 1940, SUM = 11396433, bChange = 0.0036119, totNum = 37
ROUND = 1941, SUM = 11396433, bChange = 0.00361191, totNum = 37
ROUND = 1942, SUM = 11396433, bChange = 0.00361192, totNum = 37
ROUND = 1943, SUM = 11396433, bChange = 0.00361193, totNum = 37
ROUND = 1944, SUM = 11396433, bChange = 0.00361195, totNum = 37
ROUND = 1945, SUM = 11396433.0000001, bChange = 0.00361196, totNum = 37
ROUND = 1946, SUM = 11396433, bChange = 0.00361197, totNum = 37
ROUND = 1947, SUM = 11396433, bChange = 0.00361198, totNum = 37
ROUND = 1948, SUM = 11396433, bChange = 0.00361199, totNum = 37
ROUND = 1949, SUM = 11396433, bChange = 0.003612, totNum = 37
ROUND = 1950, SUM = 11396433, bChange = 0.00361201, totNum = 37
ROUND = 1951, SUM = 11396433, bChange = 0.00361203, totNum = 37
ROUND = 1952, SUM = 11396433, bChange = 0.00361204, totNum = 37
ROUND = 1953, SUM = 11396433, bChange = 0.00361205, totNum = 37
ROUND = 1954, SUM = 11396433, bChange = 0.00361206, totNum = 37
ROUND = 1955, SUM = 11396433, bChange = 0.00361207, totNum = 37
ROUND = 1956, SUM = 11396433, bChange = 0.00361208, totNum = 37
ROUND = 1957, SUM = 11396433, bChange = 0.00361209, totNum = 37
ROUND = 1958, SUM = 11396433.0000001, bChange = 0.0036121, totNum = 37
ROUND = 1959, SUM = 11396433, bChange = 0.00361211, totNum = 37
ROUND = 1960, SUM = 11396433, bChange = 0.00361212, totNum = 37
ROUND = 1961, SUM = 11396433, bChange = 0.00361214, totNum = 37
ROUND = 1962, SUM = 11396433, bChange = 0.00361215, totNum = 37
ROUND = 1963, SUM = 11396433.0000001, bChange = 0.00361216, totNum = 37
ROUND = 1964, SUM = 11396433, bChange = 0.00361217, totNum = 37
ROUND = 1965, SUM = 11396433.0000001, bChange = 0.00361218, totNum = 37
ROUND = 1966, SUM = 11396433.0000001, bChange = 0.00361219, totNum = 37
ROUND = 1967, SUM = 11396433, bChange = 0.0036122, totNum = 37
ROUND = 1968, SUM = 11396433, bChange = 0.00361221, totNum = 37
ROUND = 1969, SUM = 11396433, bChange = 0.00361222, totNum = 37
ROUND = 1970, SUM = 11396433.0000001, bChange = 0.00361223, totNum = 37
ROUND = 1971, SUM = 11396433, bChange = 0.00361224, totNum = 37
ROUND = 1972, SUM = 11396433, bChange = 0.00361225, totNum = 37
ROUND = 1973, SUM = 11396433, bChange = 0.00361226, totNum = 37
ROUND = 1974, SUM = 11396433, bChange = 0.00361227, totNum = 37
ROUND = 1975, SUM = 11396433, bChange = 0.00361228, totNum = 37
ROUND = 1976, SUM = 11396433, bChange = 0.00361229, totNum = 37
ROUND = 1977, SUM = 11396433.0000001, bChange = 0.0036123, totNum = 37
ROUND = 1978, SUM = 11396433, bChange = 0.00361231, totNum = 37
ROUND = 1979, SUM = 11396433, bChange = 0.00361232, totNum = 37
ROUND = 1980, SUM = 11396433, bChange = 0.00361233, totNum = 37
ROUND = 1981, SUM = 11396433.0000001, bChange = 0.00361234, totNum = 37
ROUND = 1982, SUM = 11396433, bChange = 0.00361235, totNum = 37
ROUND = 1983, SUM = 11396433.0000001, bChange = 0.00361236, totNum = 37
ROUND = 1984, SUM = 11396433, bChange = 0.00361237, totNum = 37
ROUND = 1985, SUM = 11396433, bChange = 0.00361238, totNum = 37
ROUND = 1986, SUM = 11396433.0000001, bChange = 0.00361239, totNum = 37
ROUND = 1987, SUM = 11396433, bChange = 0.0036124, totNum = 37
ROUND = 1988, SUM = 11396433, bChange = 0.00361241, totNum = 37
ROUND = 1989, SUM = 11396433, bChange = 0.00361242, totNum = 37
ROUND = 1990, SUM = 11396433, bChange = 0.00361243, totNum = 37
ROUND = 1991, SUM = 11396433, bChange = 0.00361244, totNum = 37
ROUND = 1992, SUM = 11396433, bChange = 0.00361245, totNum = 37
ROUND = 1993, SUM = 11396433, bChange = 0.00361246, totNum = 37
ROUND = 1994, SUM = 11396433, bChange = 0.00361247, totNum = 37
ROUND = 1995, SUM = 11396433, bChange = 0.00361248, totNum = 37
ROUND = 1996, SUM = 11396433, bChange = 0.00361249, totNum = 37
ROUND = 1997, SUM = 11396433, bChange = 0.0036125, totNum = 37
ROUND = 1998, SUM = 11396433, bChange = 0.00361251, totNum = 37
ROUND = 1999, SUM = 11396433, bChange = 0.00361252, totNum = 37
ROUND = 2000, SUM = 11396433, bChange = 0.00361253, totNum = 37
ROUND = 2001, SUM = 11396433, bChange = 0.00361254, totNum = 37
ROUND = 2002, SUM = 11396433, bChange = 0.00361255, totNum = 37
ROUND = 2003, SUM = 11396433.0000001, bChange = 0.00361255, totNum = 36
ROUND = 2004, SUM = 11396433, bChange = 0.00361256, totNum = 35
ROUND = 2005, SUM = 11396433, bChange = 0.00361257, totNum = 35
ROUND = 2006, SUM = 11396433, bChange = 0.00361258, totNum = 35
ROUND = 2007, SUM = 11396433, bChange = 0.00361259, totNum = 35
ROUND = 2008, SUM = 11396433, bChange = 0.0036126, totNum = 35
ROUND = 2009, SUM = 11396433.0000001, bChange = 0.00361261, totNum = 35
ROUND = 2010, SUM = 11396433, bChange = 0.00361262, totNum = 35
ROUND = 2011, SUM = 11396433, bChange = 0.00361263, totNum = 35
ROUND = 2012, SUM = 11396433, bChange = 0.00361264, totNum = 35
ROUND = 2013, SUM = 11396433, bChange = 0.00361265, totNum = 35
ROUND = 2014, SUM = 11396433, bChange = 0.00361265, totNum = 35
ROUND = 2015, SUM = 11396433.0000001, bChange = 0.00361266, totNum = 35
ROUND = 2016, SUM = 11396433, bChange = 0.00361267, totNum = 35
ROUND = 2017, SUM = 11396433, bChange = 0.00361268, totNum = 35
ROUND = 2018, SUM = 11396433, bChange = 0.00361269, totNum = 35
ROUND = 2019, SUM = 11396433, bChange = 0.0036127, totNum = 35
ROUND = 2020, SUM = 11396433.0000001, bChange = 0.00361271, totNum = 34
ROUND = 2021, SUM = 11396433, bChange = 0.00361272, totNum = 34
ROUND = 2022, SUM = 11396433, bChange = 0.00361272, totNum = 34
ROUND = 2023, SUM = 11396433, bChange = 0.00361273, totNum = 34
ROUND = 2024, SUM = 11396433, bChange = 0.00361274, totNum = 34
ROUND = 2025, SUM = 11396433, bChange = 0.00361275, totNum = 34
ROUND = 2026, SUM = 11396433.0000001, bChange = 0.00361276, totNum = 34
ROUND = 2027, SUM = 11396433, bChange = 0.00361277, totNum = 34
ROUND = 2028, SUM = 11396433.0000001, bChange = 0.00361278, totNum = 34
ROUND = 2029, SUM = 11396433, bChange = 0.00361278, totNum = 34
ROUND = 2030, SUM = 11396433, bChange = 0.00361279, totNum = 34
ROUND = 2031, SUM = 11396433.0000001, bChange = 0.0036128, totNum = 34
ROUND = 2032, SUM = 11396433, bChange = 0.00361281, totNum = 34
ROUND = 2033, SUM = 11396433, bChange = 0.00361282, totNum = 34
ROUND = 2034, SUM = 11396433, bChange = 0.00361283, totNum = 34
ROUND = 2035, SUM = 11396433, bChange = 0.00361283, totNum = 34
ROUND = 2036, SUM = 11396433, bChange = 0.00361284, totNum = 34
ROUND = 2037, SUM = 11396433, bChange = 0.00361285, totNum = 34
ROUND = 2038, SUM = 11396433, bChange = 0.00361286, totNum = 34
ROUND = 2039, SUM = 11396433, bChange = 0.00361287, totNum = 34
ROUND = 2040, SUM = 11396433, bChange = 0.00361287, totNum = 34
ROUND = 2041, SUM = 11396433, bChange = 0.00361288, totNum = 34
ROUND = 2042, SUM = 11396433, bChange = 0.00361289, totNum = 34
ROUND = 2043, SUM = 11396433, bChange = 0.0036129, totNum = 34
ROUND = 2044, SUM = 11396433.0000001, bChange = 0.00361291, totNum = 34
ROUND = 2045, SUM = 11396433.0000001, bChange = 0.00361291, totNum = 34
ROUND = 2046, SUM = 11396433, bChange = 0.00361292, totNum = 34
ROUND = 2047, SUM = 11396433, bChange = 0.00361293, totNum = 33
ROUND = 2048, SUM = 11396433, bChange = 0.00361294, totNum = 33
ROUND = 2049, SUM = 11396433, bChange = 0.00361295, totNum = 33
ROUND = 2050, SUM = 11396433, bChange = 0.00361295, totNum = 33
ROUND = 2051, SUM = 11396433, bChange = 0.00361296, totNum = 33
ROUND = 2052, SUM = 11396433, bChange = 0.00361297, totNum = 33
ROUND = 2053, SUM = 11396433, bChange = 0.00361298, totNum = 33
ROUND = 2054, SUM = 11396433, bChange = 0.00361299, totNum = 33
ROUND = 2055, SUM = 11396433, bChange = 0.00361299, totNum = 33
ROUND = 2056, SUM = 11396433, bChange = 0.003613, totNum = 33
ROUND = 2057, SUM = 11396433, bChange = 0.00361301, totNum = 33
ROUND = 2058, SUM = 11396433, bChange = 0.00361302, totNum = 33
ROUND = 2059, SUM = 11396433, bChange = 0.00361302, totNum = 33
ROUND = 2060, SUM = 11396433, bChange = 0.00361303, totNum = 33
ROUND = 2061, SUM = 11396433, bChange = 0.00361304, totNum = 33
ROUND = 2062, SUM = 11396433, bChange = 0.00361305, totNum = 33
ROUND = 2063, SUM = 11396433, bChange = 0.00361305, totNum = 33
ROUND = 2064, SUM = 11396433, bChange = 0.00361306, totNum = 33
ROUND = 2065, SUM = 11396433, bChange = 0.00361307, totNum = 33
ROUND = 2066, SUM = 11396433, bChange = 0.00361308, totNum = 33
ROUND = 2067, SUM = 11396433, bChange = 0.00361308, totNum = 33
ROUND = 2068, SUM = 11396433, bChange = 0.00361309, totNum = 32
ROUND = 2069, SUM = 11396433, bChange = 0.0036131, totNum = 32
ROUND = 2070, SUM = 11396433, bChange = 0.0036131, totNum = 32
ROUND = 2071, SUM = 11396433, bChange = 0.00361311, totNum = 32
ROUND = 2072, SUM = 11396433, bChange = 0.00361312, totNum = 32
ROUND = 2073, SUM = 11396433.0000001, bChange = 0.00361313, totNum = 32
ROUND = 2074, SUM = 11396433.0000001, bChange = 0.00361313, totNum = 32
ROUND = 2075, SUM = 11396433, bChange = 0.00361314, totNum = 31
ROUND = 2076, SUM = 11396433.0000001, bChange = 0.00361315, totNum = 31
ROUND = 2077, SUM = 11396433.0000001, bChange = 0.00361315, totNum = 31
ROUND = 2078, SUM = 11396433, bChange = 0.00361316, totNum = 31
ROUND = 2079, SUM = 11396433, bChange = 0.00361317, totNum = 31
